frame.number,frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,icmp.type,icmp.code,frame.len,_ws.col.protocol,_ws.col.info
11079,Apr 21, 2024 13:36:48.055770000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,41700,TCP,1887 → 54727 [PSH, ACK] Seq=148962839 Ack=1195 Win=512 Len=41634 TSval=3720687314 TSecr=3720679336
11080,Apr 21, 2024 13:36:48.055898000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 49997 [ACK] Seq=201006033 Ack=1611 Win=512 Len=65483 TSval=3720687314 TSecr=3720686332
11081,Apr 21, 2024 13:36:48.056043000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 49997 [ACK] Seq=201267965 Ack=1611 Win=512 Len=65483 TSval=3720687314 TSecr=3720686332
11082,Apr 21, 2024 13:36:49.022983000 EDT,127.0.0.1,127.0.0.1,59087,1887,,,,,65549,TCP,[TCP Previous segment not captured] 59087 → 1887 [ACK] Seq=26002157 Ack=237 Win=512 Len=65483 TSval=3720688281 TSecr=3720679279
11083,Apr 21, 2024 13:36:49.065559000 EDT,127.0.0.1,127.0.0.1,59087,1887,,,,,65549,TCP,59087 → 1887 [ACK] Seq=26067640 Ack=237 Win=512 Len=65483 TSval=3720688324 TSecr=3720688324
11084,Apr 21, 2024 13:36:49.065717000 EDT,127.0.0.1,127.0.0.1,59087,1887,,,,,65549,TCP,59087 → 1887 [ACK] Seq=26133123 Ack=237 Win=512 Len=65483 TSval=3720688324 TSecr=3720688324
11085,Apr 21, 2024 13:36:49.065812000 EDT,127.0.0.1,127.0.0.1,59087,1887,,,,,65549,TCP,59087 → 1887 [ACK] Seq=26198606 Ack=237 Win=512 Len=65483 TSval=3720688324 TSecr=3720688324
11086,Apr 21, 2024 13:36:49.065892000 EDT,127.0.0.1,127.0.0.1,59087,1887,,,,,65549,TCP,59087 → 1887 [ACK] Seq=26264089 Ack=237 Win=512 Len=65483 TSval=3720688324 TSecr=3720688324
11087,Apr 21, 2024 13:36:49.065965000 EDT,127.0.0.1,127.0.0.1,59087,1887,,,,,65549,TCP,59087 → 1887 [ACK] Seq=26329572 Ack=237 Win=512 Len=65483 TSval=3720688324 TSecr=3720688324
11088,Apr 21, 2024 13:36:49.066028000 EDT,127.0.0.1,127.0.0.1,59087,1887,,,,,65549,TCP,59087 → 1887 [ACK] Seq=26395055 Ack=237 Win=512 Len=65483 TSval=3720688324 TSecr=3720688324
11089,Apr 21, 2024 13:36:49.066081000 EDT,127.0.0.1,127.0.0.1,59087,1887,,,,,41700,TCP,59087 → 1887 [PSH, ACK] Seq=26460538 Ack=237 Win=512 Len=41634 TSval=3720688324 TSecr=3720688324
11090,Apr 21, 2024 13:36:49.066873000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,65549,TCP,1887 → 47285 [ACK] Seq=25000753 Ack=203 Win=512 Len=65483 TSval=3720688325 TSecr=3720659326
11091,Apr 21, 2024 13:36:49.066932000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,65549,TCP,1887 → 47285 [ACK] Seq=25066236 Ack=203 Win=512 Len=65483 TSval=3720688325 TSecr=3720659326
11092,Apr 21, 2024 13:36:49.066975000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,65549,TCP,1887 → 47285 [ACK] Seq=25131719 Ack=203 Win=512 Len=65483 TSval=3720688325 TSecr=3720659326
11093,Apr 21, 2024 13:36:49.067027000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,65549,TCP,1887 → 47285 [ACK] Seq=25197202 Ack=203 Win=512 Len=65483 TSval=3720688325 TSecr=3720659326
11094,Apr 21, 2024 13:36:49.067072000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,65549,TCP,1887 → 47285 [ACK] Seq=25262685 Ack=203 Win=512 Len=65483 TSval=3720688325 TSecr=3720659326
11095,Apr 21, 2024 13:36:49.067116000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,65549,TCP,1887 → 47285 [ACK] Seq=25328168 Ack=203 Win=512 Len=65483 TSval=3720688325 TSecr=3720659326
11096,Apr 21, 2024 13:36:49.067812000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 49997 [ACK] Seq=201833463 Ack=1615 Win=512 Len=65483 TSval=3720688326 TSecr=3720687319
11097,Apr 21, 2024 13:36:50.009976000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,[TCP Previous segment not captured] 47771 → 1887 [ACK] Seq=94507192 Ack=972 Win=512 Len=65483 TSval=3720689268 TSecr=3720679265
11098,Apr 21, 2024 13:36:50.025605000 EDT,127.0.0.1,127.0.0.1,59087,1887,,,,,65549,TCP,59087 → 1887 [ACK] Seq=26502172 Ack=241 Win=512 Len=65483 TSval=3720689284 TSecr=3720688326
11099,Apr 21, 2024 13:36:50.053504000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=94572675 Ack=972 Win=512 Len=65483 TSval=3720689312 TSecr=3720689312
11100,Apr 21, 2024 13:36:50.053650000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=94638158 Ack=972 Win=512 Len=65483 TSval=3720689312 TSecr=3720689312
11101,Apr 21, 2024 13:36:50.053746000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=94703641 Ack=972 Win=512 Len=65483 TSval=3720689312 TSecr=3720689312
11102,Apr 21, 2024 13:36:50.053840000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=94769124 Ack=972 Win=512 Len=65483 TSval=3720689312 TSecr=3720689312
11103,Apr 21, 2024 13:36:50.053909000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=94834607 Ack=972 Win=512 Len=65483 TSval=3720689312 TSecr=3720689312
11104,Apr 21, 2024 13:36:50.053970000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=94900090 Ack=972 Win=512 Len=65483 TSval=3720689312 TSecr=3720689312
11105,Apr 21, 2024 13:36:50.054020000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,41700,TCP,47771 → 1887 [PSH, ACK] Seq=94965573 Ack=972 Win=512 Len=41634 TSval=3720689312 TSecr=3720689312
11106,Apr 21, 2024 13:36:50.055082000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=61001833 Ack=491 Win=512 Len=65483 TSval=3720689313 TSecr=3720686329
11107,Apr 21, 2024 13:36:50.055147000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=61067316 Ack=491 Win=512 Len=65483 TSval=3720689313 TSecr=3720686329
11108,Apr 21, 2024 13:36:50.055195000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=61132799 Ack=491 Win=512 Len=65483 TSval=3720689314 TSecr=3720686329
11109,Apr 21, 2024 13:36:50.055240000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=61198282 Ack=491 Win=512 Len=65483 TSval=3720689314 TSecr=3720686329
11110,Apr 21, 2024 13:36:50.055286000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=61263765 Ack=491 Win=512 Len=65483 TSval=3720689314 TSecr=3720686329
11111,Apr 21, 2024 13:36:50.055330000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=61329248 Ack=491 Win=512 Len=65483 TSval=3720689314 TSecr=3720686329
11112,Apr 21, 2024 13:36:50.055374000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=61394731 Ack=491 Win=512 Len=65483 TSval=3720689314 TSecr=3720686329
11113,Apr 21, 2024 13:36:50.055410000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,41700,TCP,1887 → 56173 [PSH, ACK] Seq=61460214 Ack=491 Win=512 Len=41634 TSval=3720689314 TSecr=3720686329
11114,Apr 21, 2024 13:36:50.055566000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=149004473 Ack=1199 Win=512 Len=65483 TSval=3720689314 TSecr=3720687317
11115,Apr 21, 2024 13:36:50.055617000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=149069956 Ack=1199 Win=512 Len=65483 TSval=3720689314 TSecr=3720687317
11116,Apr 21, 2024 13:36:50.055662000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=149135439 Ack=1199 Win=512 Len=65483 TSval=3720689314 TSecr=3720687317
11117,Apr 21, 2024 13:36:50.069466000 EDT,127.0.0.1,127.0.0.1,59087,1887,,,,,65549,TCP,59087 → 1887 [ACK] Seq=26567655 Ack=241 Win=512 Len=65483 TSval=3720689328 TSecr=3720689328
11118,Apr 21, 2024 13:36:50.069658000 EDT,127.0.0.1,127.0.0.1,59087,1887,,,,,65549,TCP,59087 → 1887 [ACK] Seq=26633138 Ack=241 Win=512 Len=65483 TSval=3720689328 TSecr=3720689328
11119,Apr 21, 2024 13:36:50.069774000 EDT,127.0.0.1,127.0.0.1,59087,1887,,,,,65549,TCP,59087 → 1887 [ACK] Seq=26698621 Ack=241 Win=512 Len=65483 TSval=3720689328 TSecr=3720689328
11120,Apr 21, 2024 13:36:50.070000000 EDT,127.0.0.1,127.0.0.1,59087,1887,,,,,65549,TCP,59087 → 1887 [ACK] Seq=26764104 Ack=241 Win=512 Len=65483 TSval=3720689328 TSecr=3720689328
11121,Apr 21, 2024 13:36:50.070418000 EDT,127.0.0.1,127.0.0.1,59087,1887,,,,,65549,TCP,59087 → 1887 [ACK] Seq=26829587 Ack=241 Win=512 Len=65483 TSval=3720689329 TSecr=3720689328
11122,Apr 21, 2024 13:36:50.070634000 EDT,127.0.0.1,127.0.0.1,59087,1887,,,,,65549,TCP,59087 → 1887 [ACK] Seq=26895070 Ack=241 Win=512 Len=65483 TSval=3720689329 TSecr=3720689329
11123,Apr 21, 2024 13:36:50.070721000 EDT,127.0.0.1,127.0.0.1,59087,1887,,,,,41700,TCP,59087 → 1887 [PSH, ACK] Seq=26960553 Ack=241 Win=512 Len=41634 TSval=3720689329 TSecr=3720689329
11124,Apr 21, 2024 13:36:50.071275000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 57115 [ACK] Seq=90002703 Ack=723 Win=512 Len=65483 TSval=3720689330 TSecr=3720679331
11125,Apr 21, 2024 13:36:50.071337000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=90068186 Ack=723 Win=512 Len=65483 TSval=3720689330 TSecr=3720679331
11126,Apr 21, 2024 13:36:50.071380000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=90133669 Ack=723 Win=512 Len=65483 TSval=3720689330 TSecr=3720679331
11127,Apr 21, 2024 13:36:50.071424000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=90199152 Ack=723 Win=512 Len=65483 TSval=3720689330 TSecr=3720679331
11128,Apr 21, 2024 13:36:50.071467000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=90264635 Ack=723 Win=512 Len=65483 TSval=3720689330 TSecr=3720679331
11129,Apr 21, 2024 13:36:50.071510000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=90330118 Ack=723 Win=512 Len=65483 TSval=3720689330 TSecr=3720679331
11130,Apr 21, 2024 13:36:50.071558000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,1887 → 57115 [ACK] Seq=90395601 Ack=723 Win=512 Len=65483 TSval=3720689330 TSecr=3720679331
11131,Apr 21, 2024 13:36:50.071595000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,41700,TCP,1887 → 57115 [PSH, ACK] Seq=90461084 Ack=723 Win=512 Len=41634 TSval=3720689330 TSecr=3720679331
11132,Apr 21, 2024 13:36:50.071766000 EDT,127.0.0.1,127.0.0.1,1887,60767,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 60767 [ACK] Seq=27500828 Ack=223 Win=512 Len=65483 TSval=3720689330 TSecr=3720664342
11133,Apr 21, 2024 13:36:50.071815000 EDT,127.0.0.1,127.0.0.1,1887,60767,,,,,65549,TCP,1887 → 60767 [ACK] Seq=27566311 Ack=223 Win=512 Len=65483 TSval=3720689330 TSecr=3720664342
11134,Apr 21, 2024 13:36:50.071856000 EDT,127.0.0.1,127.0.0.1,1887,60767,,,,,65549,TCP,1887 → 60767 [ACK] Seq=27631794 Ack=223 Win=512 Len=65483 TSval=3720689330 TSecr=3720664342
11135,Apr 21, 2024 13:36:50.071900000 EDT,127.0.0.1,127.0.0.1,1887,60767,,,,,65549,TCP,1887 → 60767 [ACK] Seq=27697277 Ack=223 Win=512 Len=65483 TSval=3720689330 TSecr=3720664342
11136,Apr 21, 2024 13:36:53.002790000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,52841 → 1887 [ACK] Seq=16501938 Ack=161 Win=512 Len=65483 TSval=3720692261 TSecr=3720687314
11137,Apr 21, 2024 13:36:53.005958000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=95007207 Ack=976 Win=512 Len=65483 TSval=3720692264 TSecr=3720689315
11138,Apr 21, 2024 13:36:53.018004000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=75505169 Ack=734 Win=512 Len=65483 TSval=3720692276 TSecr=3720686326
11139,Apr 21, 2024 13:36:53.024125000 EDT,127.0.0.1,127.0.0.1,59087,1887,,,,,65549,TCP,59087 → 1887 [ACK] Seq=27002187 Ack=245 Win=512 Len=65483 TSval=3720692282 TSecr=3720689331
11140,Apr 21, 2024 13:36:53.046473000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,52841 → 1887 [ACK] Seq=16567421 Ack=161 Win=512 Len=65483 TSval=3720692305 TSecr=3720692304
11141,Apr 21, 2024 13:36:53.046664000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,52841 → 1887 [ACK] Seq=16632904 Ack=161 Win=512 Len=65483 TSval=3720692305 TSecr=3720692305
11142,Apr 21, 2024 13:36:53.046791000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,52841 → 1887 [ACK] Seq=16698387 Ack=161 Win=512 Len=65483 TSval=3720692305 TSecr=3720692305
11143,Apr 21, 2024 13:36:53.047264000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,52841 → 1887 [ACK] Seq=16763870 Ack=161 Win=512 Len=65483 TSval=3720692306 TSecr=3720692305
11144,Apr 21, 2024 13:36:53.047512000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,52841 → 1887 [ACK] Seq=16829353 Ack=161 Win=512 Len=65483 TSval=3720692306 TSecr=3720692306
11145,Apr 21, 2024 13:36:53.047605000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,52841 → 1887 [ACK] Seq=16894836 Ack=161 Win=512 Len=65483 TSval=3720692306 TSecr=3720692306
11146,Apr 21, 2024 13:36:53.047678000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,41700,TCP,52841 → 1887 [PSH, ACK] Seq=16960319 Ack=161 Win=512 Len=41634 TSval=3720692306 TSecr=3720692306
11147,Apr 21, 2024 13:36:53.047991000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=46501398 Ack=375 Win=512 Len=65483 TSval=3720692306 TSecr=3720666324
11148,Apr 21, 2024 13:36:53.048056000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=46566881 Ack=375 Win=512 Len=65483 TSval=3720692306 TSecr=3720666324
11149,Apr 21, 2024 13:36:53.048103000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=46632364 Ack=375 Win=512 Len=65483 TSval=3720692306 TSecr=3720666324
11150,Apr 21, 2024 13:36:53.048150000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=46697847 Ack=375 Win=512 Len=65483 TSval=3720692306 TSecr=3720666324
11151,Apr 21, 2024 13:36:53.048195000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=46763330 Ack=375 Win=512 Len=65483 TSval=3720692307 TSecr=3720666324
11152,Apr 21, 2024 13:36:53.048240000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=46828813 Ack=375 Win=512 Len=65483 TSval=3720692307 TSecr=3720666324
11153,Apr 21, 2024 13:36:53.048283000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=46894296 Ack=375 Win=512 Len=65483 TSval=3720692307 TSecr=3720666324
11154,Apr 21, 2024 13:36:53.048328000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,41700,TCP,1887 → 40147 [PSH, ACK] Seq=46959779 Ack=375 Win=512 Len=41634 TSval=3720692307 TSecr=3720666324
11155,Apr 21, 2024 13:36:53.049443000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=95072690 Ack=976 Win=512 Len=65483 TSval=3720692308 TSecr=3720692308
11156,Apr 21, 2024 13:36:53.049582000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=95138173 Ack=976 Win=512 Len=65483 TSval=3720692308 TSecr=3720692308
11157,Apr 21, 2024 13:36:53.049667000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=95203656 Ack=976 Win=512 Len=65483 TSval=3720692308 TSecr=3720692308
11158,Apr 21, 2024 13:36:53.049740000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=95269139 Ack=976 Win=512 Len=65483 TSval=3720692308 TSecr=3720692308
11159,Apr 21, 2024 13:36:53.049804000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=95334622 Ack=976 Win=512 Len=65483 TSval=3720692308 TSecr=3720692308
11160,Apr 21, 2024 13:36:53.049867000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=95400105 Ack=976 Win=512 Len=65483 TSval=3720692308 TSecr=3720692308
11161,Apr 21, 2024 13:36:53.049919000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,41700,TCP,47771 → 1887 [PSH, ACK] Seq=95465588 Ack=976 Win=512 Len=41634 TSval=3720692308 TSecr=3720692308
11162,Apr 21, 2024 13:36:53.051982000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 54727 [ACK] Seq=149504488 Ack=1203 Win=512 Len=65483 TSval=3720692310 TSecr=3720689317
11163,Apr 21, 2024 13:36:53.052042000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=149569971 Ack=1203 Win=512 Len=65483 TSval=3720692310 TSecr=3720689317
11164,Apr 21, 2024 13:36:53.052083000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=149635454 Ack=1203 Win=512 Len=65483 TSval=3720692310 TSecr=3720689317
11165,Apr 21, 2024 13:36:53.052125000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=149700937 Ack=1203 Win=512 Len=65483 TSval=3720692310 TSecr=3720689317
11166,Apr 21, 2024 13:36:53.052167000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=149766420 Ack=1203 Win=512 Len=65483 TSval=3720692310 TSecr=3720689317
11167,Apr 21, 2024 13:36:53.052207000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=149831903 Ack=1203 Win=512 Len=65483 TSval=3720692311 TSecr=3720689317
11168,Apr 21, 2024 13:36:53.052249000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=149897386 Ack=1203 Win=512 Len=65483 TSval=3720692311 TSecr=3720689317
11169,Apr 21, 2024 13:36:53.052282000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,41700,TCP,1887 → 54727 [PSH, ACK] Seq=149962869 Ack=1203 Win=512 Len=41634 TSval=3720692311 TSecr=3720689317
11170,Apr 21, 2024 13:36:53.052430000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 49997 [ACK] Seq=202506078 Ack=1623 Win=512 Len=65483 TSval=3720692311 TSecr=3720689319
11171,Apr 21, 2024 13:36:53.052483000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=202571561 Ack=1623 Win=512 Len=65483 TSval=3720692311 TSecr=3720689319
11172,Apr 21, 2024 13:36:53.052525000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=202637044 Ack=1623 Win=512 Len=65483 TSval=3720692311 TSecr=3720689319
11173,Apr 21, 2024 13:36:53.052569000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=202702527 Ack=1623 Win=512 Len=65483 TSval=3720692311 TSecr=3720689319
11174,Apr 21, 2024 13:36:53.062164000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=75570652 Ack=734 Win=512 Len=65483 TSval=3720692320 TSecr=3720692320
11175,Apr 21, 2024 13:36:53.062302000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=75636135 Ack=734 Win=512 Len=65483 TSval=3720692321 TSecr=3720692321
11176,Apr 21, 2024 13:36:53.062421000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=75701618 Ack=734 Win=512 Len=65483 TSval=3720692321 TSecr=3720692321
11177,Apr 21, 2024 13:36:53.062514000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=75767101 Ack=734 Win=512 Len=65483 TSval=3720692321 TSecr=3720692321
11178,Apr 21, 2024 13:36:53.062595000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=75832584 Ack=734 Win=512 Len=65483 TSval=3720692321 TSecr=3720692321
11179,Apr 21, 2024 13:36:53.062670000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,65549,TCP,55009 → 1887 [ACK] Seq=75898067 Ack=734 Win=512 Len=65483 TSval=3720692321 TSecr=3720692321
11180,Apr 21, 2024 13:36:53.062740000 EDT,127.0.0.1,127.0.0.1,55009,1887,,,,,41700,TCP,55009 → 1887 [PSH, ACK] Seq=75963550 Ack=734 Win=512 Len=41634 TSval=3720692321 TSecr=3720692321
11181,Apr 21, 2024 13:36:53.063064000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=47001413 Ack=379 Win=512 Len=65483 TSval=3720692321 TSecr=3720692310
11182,Apr 21, 2024 13:36:53.063126000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=47066896 Ack=379 Win=512 Len=65483 TSval=3720692321 TSecr=3720692310
11183,Apr 21, 2024 13:36:53.063176000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=47132379 Ack=379 Win=512 Len=65483 TSval=3720692321 TSecr=3720692310
11184,Apr 21, 2024 13:36:53.063221000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=47197862 Ack=379 Win=512 Len=65483 TSval=3720692322 TSecr=3720692310
11185,Apr 21, 2024 13:36:53.063270000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=47263345 Ack=379 Win=512 Len=65483 TSval=3720692322 TSecr=3720692310
11186,Apr 21, 2024 13:36:53.063318000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=47328828 Ack=379 Win=512 Len=65483 TSval=3720692322 TSecr=3720692310
11187,Apr 21, 2024 13:36:53.063363000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=47394311 Ack=379 Win=512 Len=65483 TSval=3720692322 TSecr=3720692310
11188,Apr 21, 2024 13:36:53.063396000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,41700,TCP,1887 → 40147 [PSH, ACK] Seq=47459794 Ack=379 Win=512 Len=41634 TSval=3720692322 TSecr=3720692310
11189,Apr 21, 2024 13:36:53.063574000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=150004503 Ack=1207 Win=512 Len=65483 TSval=3720692322 TSecr=3720692315
11190,Apr 21, 2024 13:36:53.063630000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=150069986 Ack=1207 Win=512 Len=65483 TSval=3720692322 TSecr=3720692315
11191,Apr 21, 2024 13:36:53.063677000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=150135469 Ack=1207 Win=512 Len=65483 TSval=3720692322 TSecr=3720692315
11192,Apr 21, 2024 13:36:53.063722000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=150200952 Ack=1207 Win=512 Len=65483 TSval=3720692322 TSecr=3720692315
11193,Apr 21, 2024 13:36:53.063768000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=150266435 Ack=1207 Win=512 Len=65483 TSval=3720692322 TSecr=3720692315
11194,Apr 21, 2024 13:36:53.063812000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=150331918 Ack=1207 Win=512 Len=65483 TSval=3720692322 TSecr=3720692315
11195,Apr 21, 2024 13:36:53.063856000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=150397401 Ack=1207 Win=512 Len=65483 TSval=3720692322 TSecr=3720692315
